TAXONOMY,MUNICIPALITY,SCHOOL ID,SCHOOL NAME,PROGRAM OFFERINGS
United Arab Emirates,United International Private School,ABM|HUMSS|STEM,Claret School of Lamitan,STEM|ABM|GAS|TVL
ARMM|Basilan,City of Lamitan,406921,"Hardam Furigay Colleges Foundation, Inc.",ABM|GAS|TVL
ARMM|Basilan,City of Lamitan,407069,"The Mariam School of Nursing, Inc.",TVL
ARMM|Basilan,Maluso,406059,Claret School of Maluso,GAS|TVL
ARMM|Basilan,Sumisip,406060,Claret School of Tumahubong,GAS|TVL
ARMM|Lanao del Sur,Balabagan,406063,San Isidro High School of Balabagan,ABM|GAS|TVL
ARMM|Lanao del Sur,Ditsaan-Ramain,600120,Adiong Memorial Polytechnic State College,ABM|HUMSS|TVL
ARMM|Lanao del Sur,Malabang,406066,Our Lady of Peace High School,HUMSS
ARMM|Lanao del Sur,Malabang,476002,"Felix A. Panganiban (FAP) Academy of the Philippines, Inc.",ABM|GAS
ARMM|Lanao del Sur,Marawi City,406008,Jamiatul Philippine Al-Islamia,ABM|STEM|HUMSS|TVL
ARMM|Lanao del Sur,Marawi City,406086,Aba Al-khail Computer School,HUMSS|ABM|STEM|GAS|TVL
ARMM|Lanao del Sur,Marawi City,406089,Dansalan College Foundation,ABM|STEM|HUMSS|GAS|TVL
ARMM|Lanao del Sur,Marawi City,406091,IBN Siena Integrated School Foundation,STEM|ABM|HUMSS
ARMM|Lanao del Sur,Marawi City,406093,Jamiatu Muslim Mindanao,ABM|HUMSS|GAS|TVL
ARMM|Lanao del Sur,Marawi City,406096,Mapandi Memorial College,GAS|TVL
ARMM|Lanao del Sur,Marawi City,406097,"Marawi Capitol College Foundation, Inc.",ABM|HUMSS|GAS
ARMM|Lanao del Sur,Marawi City,478003,"Marawi Foundation Academy, Inc.",ABM|STEM|HUMSS|GAS|TVL
ARMM|Lanao del Sur,Marawi City,478008,"Masiricampo Abantas Memorial Educational Center, Inc.",HUMSS|ABM|GAS|TVL
ARMM|Lanao del Sur,Marawi City,478011,"Lanao Islamic Paramedical College Foundation, Inc",ABM|HUMSS|GAS|TVL
ARMM|Lanao del Sur,Marawi City,478015,SMD Foundation Academy,ABM|HUMSS|GAS|TVL
ARMM|Lanao del Sur,Marawi City,478017,RC-AKICFI Science Laboratory School,STEM|HUMSS|GAS|ABM
ARMM|Lanao del Sur,Marawi City,478018,Jamiatu Marawi Al-Islamia Foundation,ABM|HUMSS|GAS
ARMM|Lanao del Sur,Marawi City,478019,Fountain Harvest Islamic Academy,ABM|GAS|HUMSS|TVL
ARMM|Lanao del Sur,Marawi City,478020,"Philippine Engineering and Agro-Industrial College, Inc.",HUMSS|STEM|TVL
ARMM|Lanao del Sur,Marawi City,478021,"Datu Blo Umpar Adiong (BUAD) Agricultural School Foundation, Inc.",ABM|HUMSS|GAS|TVL
ARMM|Lanao del Sur,Marawi City,600121,Mindanao State University-LNCAT,HUMSS|TVL
ARMM|Lanao del Sur,Marawi City,600122,Mindanao State University-Marawi,STEM|HUMSS|ABM|TVL
ARMM|Lanao del Sur,Tamparan,475505,"As-salihein Integrated School Foundation, Inc.",HUMSS|ABM|STEM|GAS|TVL
ARMM|Lanao del Sur,Wao,405861,"Adiong Memorial College Foundation, Inc.",GAS|TVL
ARMM|Lanao del Sur,Wao,406061,La Purisima High School,GAS|TVL
ARMM|Maguindanao,Ampatuan,405841,"VMC Asian College Foundation, Inc.-Kauran Branch",TVL
ARMM|Maguindanao,Buluan,476505,"Maguindanao Institute of Technology and Learning Center, Inc.",HUMSS|TVL
ARMM|Maguindanao,Buluan,476519,"Buluan Technical Educational School of Life, Inc.",TVL
ARMM|Maguindanao,Buluan,476520,"Eastern Kutawato Islamic Institute, Inc.",HUMSS|GAS|TVL
ARMM|Maguindanao,Datu Odin Sinsuat,400844,Bai Malgen Mama College Inc.,TVL
ARMM|Maguindanao,Datu Odin Sinsuat,476503,Sharif Awliya Academy,GAS|HUMSS
ARMM|Maguindanao,Datu Odin Sinsuat,600194,Mindanao State University-Maguindanao,ABM|STEM|HUMSS|TVL
ARMM|Maguindanao,Datu Paglas,406673,Datu Ibrahim Paglas Memorial College,ABM|HUMSS|GAS|TVL
ARMM|Maguindanao,Datu Piang,406070,"Gani L. Abpi College, Inc.",GAS|TVL
ARMM|Maguindanao,Datu Piang,406071,Notre Dame of Dulawan,GAS|TVL
ARMM|Maguindanao,Datu Piang,407450,"Lamalan Balis Flash Image Learning Center, Inc.",TVL
ARMM|Maguindanao,Datu Piang,476525,Southern Philippines Academy (SPA) College,STEM|TVL
ARMM|Maguindanao,Parang,406072,"Notre Dame of Parang, Inc.",STEM|ABM|HUMSS|GAS|TVL
ARMM|Maguindanao,Parang,406073,"Notre Dame of Sarmiento, Inc",HUMSS|ABM|GAS|TVL
ARMM|Maguindanao,Parang,476508,"The Easter Joy School, Inc.",ABM|GAS
ARMM|Maguindanao,Sultan Kudarat (Nuling),476504,Sultan Kudarat Islamic Academy Foundation College,HUMSS|ABM|STEM|TVL
ARMM|Maguindanao,Upi,406074,"Notre Dame of Upi, Inc.",HUMSS|GAS
ARMM|Maguindanao,Upi,406075,St. Francis High School,ABM|GAS
ARMM|Sulu,Jolo (Capital),400857,Notre Dame of Jolo College,HUMSS|ABM|GAS|STEM|TVL
ARMM|Sulu,Jolo (Capital),477001,Southwestern Mindanao Islamic Institute,STEM|HUMSS|GAS
ARMM|Sulu,Jolo (Capital),477006,"Sulu College of Technology, Inc.",ABM|HUMSS|GAS|STEM|TVL
ARMM|Sulu,Jolo (Capital),600183,Sulu State College,ABM|STEM
ARMM|Sulu,Jolo (Capital),600195,Mindanao State University,STEM|HUMSS|GAS
ARMM|Sulu,Siasi,406079,Notre Dame of Siasi,GAS|TVL
ARMM|Sulu,Siasi,477002,Central Sulu College,HUMSS|ABM|GAS
ARMM|Tawi-Tawi,Bongao,405845,"Tawi-Tawi School of Midwifery, Inc.",TVL
ARMM|Tawi-Tawi,Bongao,406080,Notre Dame of Bongao,ABM|GAS|STEM
ARMM|Tawi-Tawi,Bongao,477503,"Mahardika Institute of Technology, Inc.",HUMSS|ABM|GAS|STEM|TVL
ARMM|Tawi-Tawi,Bongao,600124,Tawi-Tawi Regional Agricultural College-Main,STEM|TVL
ARMM|Tawi-Tawi,Bongao,600196,Mindanao State University-Tawi-Tawi,STEM|HUMSS
ARMM|Tawi-Tawi,Mapun,600329,Mindanao State University - Mapun Extension,STEM|HUMSS
ARMM|Tawi-Tawi,Sibutu,600327,Mindanao State University - Sibutu Extension,STEM
ARMM|Tawi-Tawi,Tandubas,600328,Mindanao State University - Ungus Matata Extension,HUMSS
CAR|Abra,Bangued (Capital),400860,Data Center College of the Philippines,ABM|HUMSS|TVL
CAR|Abra,Bangued (Capital),406102,Abra Valley Colleges,ABM|STEM|HUMSS|GAS|TVL
CAR|Abra,Bangued (Capital),406107,Holy Spirit Academy of Bangued,GAS|HUMSS
CAR|Abra,Bangued (Capital),406109,St. Joseph Seminary,HUMSS
CAR|Abra,Bangued (Capital),478501,Divine Word College of Bangued,ABM|STEM|HUMSS|GAS|TVL
CAR|Abra,Bangued (Capital),600197,Abra State Institute of Science and Technology-Bangued Campus,STEM|ABM|HUMSS|GAS|TVL
CAR|Abra,Bucloc,406112,Abra Mountain Development Educational Center,TVL
CAR|Abra,Dolores,406113,Heart of Mary High School,HUMSS
CAR|Abra,La Paz,406115,Queen of Peace High School - Canan,STEM
CAR|Abra,La Paz,406116,Queen of Peace High School - La Paz,HUMSS|GAS
CAR|Abra,Lacub,406117,Our Lady of Guadalupe School,GAS
CAR|Abra,Lagangilang,406118,"Holy Cross School of Lagangilang, Inc.",HUMSS
CAR|Abra,Lagangilang,600113,Abra State Institute of Sciences and Technology,STEM|ABM|HUMSS|GAS|Sports|TVL
CAR|Abra,Manabo,406122,Our Lady of Lourdes High School,STEM
CAR|Abra,Peñarrubia,406124,Little Flower High School,HUMSS
CAR|Abra,Pidigan,406125,St. Mary's High School,STEM
CAR|Abra,Pilar,406126,Catholic High School of Pilar,HUMSS|GAS
CAR|Abra,Sallapadan,406127,Fr. Arnoldus High School,HUMSS
CAR|Abra,San Juan,406128,St. John High School,HUMSS
CAR|Abra,Tayum,406129,Holy Ghost School,ABM|HUMSS
CAR|Abra,Villaviciosa,406132,St. Paul High School,STEM|ABM
CAR|Apayao,Conner,600114,Apayao State College,STEM|ABM|HUMSS|GAS|Arts and Design|Sports|TVL
CAR|Apayao,Flora,406134,"Saint Joseph High School of Flora, Inc.",GAS
CAR|Apayao,Kabugao (Capital),406136,Our Lady of Lourdes High School of Kabugao,GAS
CAR|Apayao,Pudtol,406137,"Santo Rosario School of Pudtol, Inc.",GAS
CAR|Benguet,Atok,406138,"Saint Paul's Academy of Sayangan, Inc.",STEM|HUMSS|GAS|Arts and Design
CAR|Benguet,Baguio City,400861,AMA Computer College-Baguio City,STEM|ABM|HUMSS|GAS|TVL
CAR|Benguet,Baguio City,400867,Baguio College of Technology,STEM|TVL
CAR|Benguet,Baguio City,400869,"BSBT College, Inc.",ABM|TVL
CAR|Benguet,Baguio City,400873,"Casiciaco Recoletos Seminary, Inc.",GAS
CAR|Benguet,Baguio City,400883,"Data Center College of the Philippines of Baguio City, Inc",STEM|ABM|GAS|HUMSS|TVL
CAR|Benguet,Baguio City,400889,"Informatics Baguio City Center, Inc.",TVL
CAR|Benguet,Baguio City,400903,"Philippine Women's University - CDCEC, Baguio City, Inc.",ABM|HUMSS|GAS|TVL
CAR|Benguet,Baguio City,400906,STI College - Baguio,GAS|ABM|STEM|TVL
CAR|Benguet,Baguio City,406209,Baguio Achievers' Academy Inc.,GAS
CAR|Benguet,Baguio City,406212,Baguio Central University,STEM|ABM|HUMSS|TVL
CAR|Benguet,Baguio City,406214,Baguio City Academy College,GAS|TVL
CAR|Benguet,Baguio City,406216,Baguio City Science Foundation,STEM|GAS|TVL
CAR|Benguet,Baguio City,406217,University of the Cordilleras,STEM|ABM|HUMSS|GAS|Sports|TVL
CAR|Benguet,Baguio City,406219,Baguio Patriotic High School,ABM|HUMSS|GAS
CAR|Benguet,Baguio City,406221,Baguio Seventh-day Adventist School Academy,STEM|HUMSS|GAS|TVL
CAR|Benguet,Baguio City,406222,"Baguio Siloam Christian Academy, Inc.",ABM|HUMSS|GAS
CAR|Benguet,Baguio City,406228,Disciples for Christ International School,ABM|STEM|HUMSS|GAS
CAR|Benguet,Baguio City,406230,Easter College,ABM|STEM|HUMSS|Sports|TVL
CAR|Benguet,Baguio City,406255,Our Lady of Mt. Carmel Montessori,GAS|STEM|ABM|HUMSS
CAR|Benguet,Baguio City,406266,Small World Christian School Foundation,STEM|HUMSS|ABM|Sports
CAR|Benguet,Baguio City,406278,University of Baguio High School,STEM|ABM|HUMSS|GAS|Arts and Design|Sports|TVL
CAR|Benguet,Baguio City,406285,Yesu Maeul Christian Academy,GAS
CAR|Benguet,Baguio City,407044,"Saint Francis Xavier Seminary, Inc.",GAS
CAR|Benguet,Baguio City,407316,"NorthPhil Polytechnic Institute, Inc.",TVL
CAR|Benguet,Baguio City,407460,University of Baguio Science High School,STEM|ABM|HUMSS|Arts and Design|Sports
CAR|Benguet,Baguio City,481503,Pines City Colleges,STEM|GAS|TVL
CAR|Benguet,Baguio City,481504,Berkeley School,STEM|HUMSS|ABM
CAR|Benguet,Baguio City,481509,Academia de Sophia International,GAS
CAR|Benguet,Baguio City,481514,Educare Learning Center,ABM|GAS|TVL
CAR|Benguet,Baguio City,481517,"Remnant International College, Inc.",ABM|HUMSS|TVL
CAR|Benguet,Baguio City,481521,Shalom International School,GAS
CAR|Benguet,Baguio City,481523,Christian Legacy Academy,ABM
CAR|Benguet,Baguio City,481527,Baguio International Academy,GAS
CAR|Benguet,Baguio City,481531,"Union School International-Baguio City, Inc.",STEM|HUMSS|GAS
CAR|Benguet,Baguio City,481536,"Saint Louis School, Inc.(Center) High School Department",STEM|HUMSS|ABM
CAR|Benguet,Baguio City,481538,Westmont School Montessori,GAS
CAR|Benguet,Baguio City,481542,"Fame Golf Mission School, Inc.",STEM
CAR|Benguet,Baguio City,481545,St. Joseph De Mary Learning Center,GAS
CAR|Benguet,Baguio City,481564,"Baguio Vision Christian Academy Foundation, Inc.",STEM|HUMSS|TVL
CAR|Benguet,Baguio City,481566,Saint Louis University,STEM|ABM|HUMSS|GAS
CAR|Benguet,Itogon,406144,"Sacred Heart High School of Itogon, Inc.",HUMSS
CAR|Benguet,Itogon,481510,Philippine BELL International School,GAS
CAR|Benguet,La Trinidad (Capital),400912,BVS College,TVL
CAR|Benguet,La Trinidad (Capital),400925,Philippine Nazarene College,HUMSS|GAS|TVL
CAR|Benguet,La Trinidad (Capital),406014,"Concordia College of Benguet, Inc.",ABM|GAS
CAR|Benguet,La Trinidad (Capital),406149,Cordillera Career Development College,ABM|STEM|HUMSS|Sports|Arts and Design|TVL
CAR|Benguet,La Trinidad (Capital),406153,HOPE Christian Academy,STEM|HUMSS|ABM
CAR|Benguet,La Trinidad (Capital),406156,"San Jose School of La Trinidad, Inc",ABM|HUMSS|GAS
CAR|Benguet,La Trinidad (Capital),406162,Star Colleges,STEM|ABM|HUMSS|GAS|Arts and Design|Sports|TVL
CAR|Benguet,La Trinidad (Capital),479537,King's College of the Philippines,STEM|ABM|HUMSS|GAS|TVL
CAR|Benguet,La Trinidad (Capital),479540,"Northskills Polytechnic College, Inc.",GAS|ABM|HUMSS|TVL
CAR|Benguet,La Trinidad (Capital),600116,Benguet State University-Secondary Lab School,STEM|HUMSS|ABM|Sports|TVL
CAR|Ifugao,Banaue,407590,Immaculate Conception School,STEM|HUMSS
CAR|Ifugao,Kiangan,406176,"The Ifugao Academy, Inc.",HUMSS
CAR|Ifugao,Kiangan,406177,St. Joseph's School,ABM|HUMSS|GAS
CAR|Ifugao,Kiangan,407645,"Riverview Polytechnic and Academic School, Inc.",ABM|STEM|TVL
CAR|Ifugao,Lagawe (Capital),406178,Don Bosco High School,ABM
CAR|Ifugao,Lamut,406180,San Francisco High School,ABM
CAR|Ifugao,Mayoyao,406181,Assumption Academy,STEM|HUMSS
CAR|Kalinga,Balbalan,406182,"St. Paul's Memorial School of Kalinga, Inc.",GAS|TVL
CAR|Kalinga,Balbalan,406183,"St. Theresita High School of Salegseg, Inc.",GAS
CAR|Kalinga,City of Tabuk (Capital),400927,International School of Asia and the Pacific-Kalinga Campus,GAS|ABM|TVL
CAR|Kalinga,City of Tabuk (Capital),400939,Cordillera A+ Computer Technology College,GAS|STEM|ABM|TVL
CAR|Kalinga,City of Tabuk (Capital),406188,"Saint Tonis College, Inc.",STEM|TVL
CAR|Kalinga,City of Tabuk (Capital),406192,St. Theresita High School - Tabuk,GAS
CAR|Kalinga,City of Tabuk (Capital),406195,Tabuk Institute,GAS
CAR|Kalinga,City of Tabuk (Capital),407461,Saint William's Academy,GAS|ABM|STEM|HUMSS
CAR|Kalinga,City of Tabuk (Capital),480511,Kalinga Colleges of Science and Technology,HUMSS|STEM|TVL
CAR|Kalinga,City of Tabuk (Capital),600198,Kalinga-Apayao State College,STEM|ABM|HUMSS
CAR|Kalinga,Lubuagan,406185,"St. Theresita's School of Lubuagan, Inc.",GAS
CAR|Kalinga,Pinukpuk,406186,St. Theresita High School - Pinukpuk,GAS
CAR|Kalinga,Rizal (Liwan),406187,"Saint Michael's Academy, Rizal, Inc.",GAS
CAR|Kalinga,Tinglayan,406198,St. Theresita's High School - Tinglayan,GAS
CAR|Mt. Province,Bauko,406199,Bauko Catholic School,GAS
CAR|Mt. Province,Besao,406201,St. James High School of Mountain Province Inc.,STEM|HUMSS|ABM
CAR|Mt. Province,Bontoc (Capital),406203,Saint Vincent's School,ABM
CAR|Mt. Province,Bontoc (Capital),481005,"XiJEN College of Mountain Province, Inc.",ABM|GAS|TVL
CAR|Mt. Province,Sagada,406206,Saint Mary's School of Sagada,STEM|HUMSS|GAS
CARAGA|Agusan del Norte,Buenavista,405902,Buenavista Institute,ABM|GAS|TVL
CARAGA|Agusan del Norte,Buenavista,405903,Saint James High School,ABM|HUMSS|GAS|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),404051,"ACLC College of Butuan City, Inc.",STEM|ABM|HUMSS|GAS|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),404075,Asian College Foundation,GAS|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),404077,Butuan Doctors' College,STEM
CARAGA|Agusan del Norte,Butuan City (Capital),405954,"Agusan Business and Arts Foundation, Inc.",ABM
CARAGA|Agusan del Norte,Butuan City (Capital),405955,"Agusan Colleges, Inc.",ABM|HUMSS|GAS
CARAGA|Agusan del Norte,Butuan City (Capital),405956,Colegio De Caraga Inc. (CDCI),ABM|HUMSS|STEM|GAS|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),405958,"Angelicum Montessori School, Inc.",GAS
CARAGA|Agusan del Norte,Butuan City (Capital),405959,Balite Institute of Technology-Butuan,ABM|HUMSS|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),405963,Butuan City Colleges,HUMSS|ABM
CARAGA|Agusan del Norte,Butuan City (Capital),405971,"Father Urios Institute of Technology of Ampayon, Inc.",HUMSS|ABM|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),405973,Holy Child Colleges of Butuan,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),405977,Northeastern Mindanao Academy,STEM|ABM|GAS|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),405981,Saint Joseph Institute of Technology,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),405985,Timber City Academy,ABM|STEM|HUMSS|GAS
CARAGA|Agusan del Norte,Butuan City (Capital),405986,Father Saturnino Urios University-Butuan City,STEM|ABM|HUMSS|GAS|Sports|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),407089,Philippine Electronics and Communications Institute of Technology,ABM|HUMSS|GAS|TVL
CARAGA|Agusan del Norte,Butuan City (Capital),407428,Center for Healthcare Professions Butuan,TVL
CARAGA|Agusan del Norte,Butuan City (Capital),407429,Colegio De Liga ng mga Barangay,ABM|HUMSS
CARAGA|Agusan del Norte,Butuan City (Capital),407578,Father Saturnino Urios University Archbishop Morelos Campus (Basic Ed),STEM|ABM|HUMSS|GAS
CARAGA|Agusan del Norte,Butuan City (Capital),408198,Saint Joseph Institute of Technology - Annex Campus,ABM|STEM|HUMSS|GAS
CARAGA|Agusan del Norte,Butuan City (Capital),600279,Caraga State University-Main Campus,STEM|HUMSS|TVL
CARAGA|Agusan del Norte,Carmen,405910,"Our Lady of Carmen Academy of Caraga, Inc.",GAS|TVL
CARAGA|Agusan del Norte,City of Cabadbaran,405904,"Bishop Haden Institute, Inc.",TVL
CARAGA|Agusan del Norte,City of Cabadbaran,405906,"Candelaria Institute of Cabadbaran, Inc.",ABM|HUMSS|TVL
CARAGA|Agusan del Norte,City of Cabadbaran,405907,Mindanao Institute,GAS
CARAGA|Agusan del Norte,City of Cabadbaran,405908,"Northern Mindanao Colleges, Inc.",STEM|ABM|HUMSS|GAS|TVL
CARAGA|Agusan del Norte,City of Cabadbaran,600132,Caraga State University-Cabadbaran,STEM|TVL
CARAGA|Agusan del Norte,Kitcharao,404040,Caraga Institute of Technology,ABM|HUMSS|GAS
CARAGA|Agusan del Norte,Kitcharao,405911,"Immaculate Heart of Mary Academy-Kitcharao, Inc",TVL
CARAGA|Agusan del Norte,Magallanes,405912,"Fr. Urios Academy of Magallanes, Inc.",TVL
CARAGA|Agusan del Norte,Nasipit,405917,Northwestern Agusan Colleges,ABM|HUMSS|GAS
CARAGA|Agusan del Norte,Nasipit,405919,Saint Michael College of Caraga,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Agusan del Sur,Bunawan,472021,"Divine Word Manobo Cultural Development Academy Foundation, Inc.",TVL
CARAGA|Agusan del Sur,Bunawan,600104,Agusan del Sur State College of Agriculture and Technology,STEM|HUMSS|GAS|TVL
CARAGA|Agusan del Sur,City of Bayugan,405824,"Informatic Technological College of Bayugan City, Inc.",TVL
CARAGA|Agusan del Sur,City of Bayugan,405921,"Agusan del Sur College, Inc",ABM|HUMSS|GAS|TVL
CARAGA|Agusan del Sur,City of Bayugan,405923,Father Saturnino Urios College of Bayugan Inc.,ABM|GAS|TVL
CARAGA|Agusan del Sur,City of Bayugan,405924,Forest Hills Academy,GAS|TVL
CARAGA|Agusan del Sur,City of Bayugan,405927,Mount Olive Laymen's Academy,GAS
CARAGA|Agusan del Sur,Prosperidad (Capital),405935,Monato Institute of Technology,TVL
CARAGA|Agusan del Sur,Rosario,405939,"Philsaga High School Foundation, Inc.",GAS
CARAGA|Agusan del Sur,San Francisco,407679,"AMA Computer Learning Center of Agusan Del Sur, Inc.",ABM|GAS|HUMSS|TVL
CARAGA|Agusan del Sur,San Francisco (Anao-Aon),404047,"Saint Francis Xavier College, Inc.",ABM|TVL
CARAGA|Agusan del Sur,San Francisco (Anao-Aon),404049,STI - San Francisco,ABM|HUMSS|GAS|TVL
CARAGA|Agusan del Sur,San Francisco (Anao-Aon),405823,"Informatic Computer Institute of Agusan del Sur, Inc",TVL
CARAGA|Agusan del Sur,San Francisco (Anao-Aon),405940,"Mt. Carmel College of San Francisco, Inc.",STEM|ABM|HUMSS
CARAGA|Agusan del Sur,San Francisco (Anao-Aon),405944,San Francisco Colleges,ABM|GAS
CARAGA|Agusan del Sur,San Francisco (Anao-Aon),472036,Southway College of Technology,ABM|TVL
CARAGA|Agusan del Sur,Sibagat,407577,"Father Saturnino Urios College of Sibagat, Inc.",STEM|ABM|HUMSS|GAS|TVL
CARAGA|Agusan del Sur,Trento,405819,"Asian Skills Academy Foundation, Inc.",TVL
CARAGA|Agusan del Sur,Trento,405821,"Computer Research Network, Inc.-Main Campus",TVL
CARAGA|Agusan del Sur,Trento,405951,"Father Saturnino Urios College of Trento, Inc.",STEM|ABM|HUMSS|GAS|TVL
CARAGA|Dinagat Islands,Loreto,400591,Loreto Academy,GAS|TVL
CARAGA|Dinagat Islands,San Jose,400834,Don Jose Ecleo Memorial Foundation College of Science and Technology,STEM|ABM|HUMSS|TVL
CARAGA|Surigao del Norte,Bacuag,406016,Saint John's School,STEM|ABM
CARAGA|Surigao del Norte,Dapa,404094,Siargao Island Institute of Technology,ABM|HUMSS|TVL
CARAGA|Surigao del Norte,Dapa,405989,San Nicolas School,HUMSS|GAS
CARAGA|Surigao del Norte,Del Carmen,473013,"Mt. Carmel School of Siargao, Inc.",HUMSS|GAS
CARAGA|Surigao del Norte,Del Carmen,600106,Surigao State College of Technology-Del Carmen,STEM|TVL
CARAGA|Surigao del Norte,Gigaquit,406017,Saint Augustine Institute,ABM|GAS
CARAGA|Surigao del Norte,Mainit,407579,San Nicolas Academy,ABM|GAS
CARAGA|Surigao del Norte,Mainit,600281,Surigao State College of Technology-Mainit,TVL
CARAGA|Surigao del Norte,San Francisco (Anao-Aon),406030,San Nicolas High School,ABM|GAS
CARAGA|Surigao del Norte,Socorro,404100,Bucas Grande Foundation College,ABM|GAS|TVL
CARAGA|Surigao del Norte,Surigao City (Capital),404086,STI College - Surigao,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Norte,Surigao City (Capital),406006,Northeastern Mindanao Colleges,HUMSS|ABM|GAS|TVL
CARAGA|Surigao del Norte,Surigao City (Capital),406007,St. Paul University-Surigao,STEM|ABM|HUMSS|GAS|Arts and Design|Sports|TVL
CARAGA|Surigao del Norte,Surigao City (Capital),406009,St. Jude Thaddeus Institute of Technology,STEM|ABM|HUMSS|GAS
CARAGA|Surigao del Norte,Surigao City (Capital),406012,Surigao Education Center,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Norte,Surigao City (Capital),600280,Surigao State College of Technology,STEM|HUMSS|TVL
CARAGA|Surigao del Sur,Barobo,406033,Mother of Mercy Academy,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Sur,Barobo,407582,Surigao Sur College - Barobo,ABM|HUMSS|TVL
CARAGA|Surigao del Sur,Cagwait,406041,"San Antonio School, Inc.",ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Sur,Cagwait,600185,Surigao del Sur State University-Cagwait,STEM|TVL
CARAGA|Surigao del Sur,Cantilan,406042,St. Michael College,STEM|ABM|HUMSS
CARAGA|Surigao del Sur,Cantilan,600109,Surigao del Sur State University-Cantilan,TVL
CARAGA|Surigao del Sur,City of Bislig,405829,"Gaspar Rodriguez Educational and Training Center, Inc.",TVL
CARAGA|Surigao del Sur,City of Bislig,406035,Andres Soriano College of Bislig,ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Sur,City of Bislig,406036,De La Salle John Bosco College,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Sur,City of Bislig,406038,Recaredo Castillo College,ABM|TVL
CARAGA|Surigao del Sur,City of Bislig,406039,Southern Technological Institute of the Philippines,GAS|TVL
CARAGA|Surigao del Sur,City of Bislig,406040,Saint Vincent De Paul Diocesan College,ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Sur,City of Tandag (Capital),406055,"Saint Theresa College of Tandag, Inc.",STEM|ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Sur,City of Tandag (Capital),600282,"Surigao del Sur State University-Main, Tandag",STEM|ABM|HUMSS|TVL
CARAGA|Surigao del Sur,Lianga,406045,Diatagon Catholic High School,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Sur,Lianga,600108,Surigao del Sur State University-Lianga,TVL
CARAGA|Surigao del Sur,Lingig,407583,Surigao Sur College - Pagtilaan,TVL
CARAGA|Surigao del Sur,Madrid,406047,Saint Michael's School,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Sur,Marihatag,407580,Holy Child Academy,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Sur,San Agustin,407581,Saint Augustine High School,STEM|ABM|HUMSS|GAS|TVL
CARAGA|Surigao del Sur,San Miguel,600186,Surigao del Sur State University-San Miguel,TVL
CARAGA|Surigao del Sur,Tagbina,407584,Surigao Sur College - Tagongon,TVL
CARAGA|Surigao del Sur,Tagbina,474501,Surigao Sur College - Villaverde,TVL
CARAGA|Surigao del Sur,Tago,406053,"Purisima Diocesan School, Inc",ABM|HUMSS|GAS|TVL
NCR|Metro Manila,City of Makati,407698,"Globetek Science Foundation, Inc.",STEM|ABM|HUMSS|GAS
NCR|Metro Manila,Binondo,406330,Lorenzo Ruiz Academy,ABM|STEM
NCR|Metro Manila,Binondo,406335,Tiong Se Academy,GAS|ABM
NCR|Metro Manila,Caloocan City,400942,ABE International Business College-Caloocan Campus,ABM|TVL
NCR|Metro Manila,Caloocan City,400947,AMA Computer College-Caloocan City,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Caloocan City,400951,AMA Computer Learning Center of Caloocan City,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Caloocan City,400952,Asian Institute of Computer Studies - Caloocan,ABM|GAS|TVL
NCR|Metro Manila,Caloocan City,400959,Colegio de San Gabriel Arcangel of Caloocan,ABM|GAS|TVL
NCR|Metro Manila,Caloocan City,400960,Datamex Institute of Computer Technology-Caloocan City,STEM|ABM|HUMSS|GAS|Arts and Design|Sports|TVL
NCR|Metro Manila,Caloocan City,400962,Informatics College-Caloocan,ABM|GAS|HUMSS|TVL
NCR|Metro Manila,Caloocan City,400967,"Lady of Lourdes Hospital and Colleges of Caybiga, Inc.",ABM|GAS|TVL
NCR|Metro Manila,Caloocan City,400972,Martinez Memorial Colleges,STEM|ABM|HUMSS|GAS|TVL
NCR|Metro Manila,Caloocan City,400978,STI College - Caloocan,STEM|ABM|HUMSS|GAS|TVL
