TAXONOMY,MUNICIPALITY,SCHOOL ID,SCHOOL NAME,PROGRAM OFFERINGS
Region VI|Iloilo,Barotac Nuevo,600239,Iloilo State College of Fisheries- Barotac Nuevo,STEM|HUMSS|GAS|TVL
Region VI|Iloilo,Barotac Nuevo,600240,Iloilo Science and Technology University-Barotac Nuevo,HUMSS|TVL
Region VI|Iloilo,Barotac Nuevo,600241,Iloilo State College of Fisheries-Main (Tiwi),STEM|HUMSS
Region VI|Iloilo,Barotac Viejo,403999,"St. Paul School, Barotac Viejo, Iloilo, Inc.",STEM|GAS
Region VI|Iloilo,Calinog,404001,Mary Immaculate Academy,ABM|TVL
Region VI|Iloilo,City of Passi,404231,Assumption School-Passi,ABM|GAS
Region VI|Iloilo,City of Passi,446002,Academia de San Guillermo,ABM|GAS
Region VI|Iloilo,City of Passi,446007,"Passi Montessori International School, Inc.",ABM|HUMSS|GAS
Region VI|Iloilo,Dingle,407532,Mater Carmeli School,STEM|GAS
Region VI|Iloilo,Dumangas,404011,St. Augustine Catholic School,TVL
Region VI|Iloilo,Dumangas,440046,St. Louis de Montfort Academy,ABM|GAS|TVL
Region VI|Iloilo,Dumangas,600245,Iloilo Science and Technology University-Dumangas,TVL
Region VI|Iloilo,Estancia,404014,Iloilo King of Glory Christian Academy Inc.,GAS|TVL
Region VI|Iloilo,Estancia,600066,Northern Iloilo Polytechnic State University,ABM|STEM|HUMSS|TVL
Region VI|Iloilo,Iloilo City (Capital),403110,ABE International Business College-Iloilo City,ABM|TVL
Region VI|Iloilo,Iloilo City (Capital),403116,ACLC College of Iloilo,ABM|TVL
Region VI|Iloilo,Iloilo City (Capital),403120,AMA Computer College-Iloilo City,ABM|TVL
Region VI|Iloilo,Iloilo City (Capital),403127,Assumption School Iloilo,STEM|ABM|GAS
Region VI|Iloilo,Iloilo City (Capital),403130,Iloilo Doctor's College,STEM|ABM|HUMSS|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),403132,"Professional Electronics Institute, Inc.",TVL
Region VI|Iloilo,Iloilo City (Capital),403138,St. Augustine School of Nursing-Iloilo City,ABM|STEM|TVL
Region VI|Iloilo,Iloilo City (Capital),403140,St. Therese-MTC Colleges-La Fiesta,ABM|HUMSS|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),403149,STI College - Iloilo,STEM|ABM|HUMSS|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),403157,Western Institute of Technology,STEM|ABM|HUMSS|GAS|Sports|TVL
Region VI|Iloilo,Iloilo City (Capital),404163,Angelicum School,STEM|ABM
Region VI|Iloilo,Iloilo City (Capital),404170,Colegio de las Hijas de Jesus,STEM|GAS
Region VI|Iloilo,Iloilo City (Capital),404172,"Doane Christian Academy Foundation, Inc.",ABM|HUMSS|GAS
Region VI|Iloilo,Iloilo City (Capital),404173,"Filipino-American School Town, Inc.",ABM|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),404174,"Holy Rosary Academy, Inc.",ABM|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),404177,"Hua Siong College of Iloilo, Inc.",STEM|ABM|HUMSS|GAS
Region VI|Iloilo,Iloilo City (Capital),404186,"Santa Clarita International School, Inc.",STEM|ABM|HUMSS|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),404187,"Santa Isabel International School, Inc.",ABM|GAS
Region VI|Iloilo,Iloilo City (Capital),404188,Ateneo de Iloilo,STEM|ABM
Region VI|Iloilo,Iloilo City (Capital),404189,"Sun Yat Sen High School of Iloilo, Inc.",STEM|ABM
Region VI|Iloilo,Iloilo City (Capital),404190,"PAREF Westbridge School, Inc.",STEM|ABM
Region VI|Iloilo,Iloilo City (Capital),405880,"ACSI College Iloilo, Inc.",ABM|HUMSS|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),407075,Cabalum Western College,ABM|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),407421,"Asian College of Aeronautics, Inc.",TVL
Region VI|Iloilo,Iloilo City (Capital),407634,"John B. Lacson Foundation Maritime University - Arevalo, Inc.",GAS|Sports
Region VI|Iloilo,Iloilo City (Capital),407660,"St. Therese - MTC Colleges-Tigbauan, Inc.",STEM|HUMSS|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),442503,"Alphacrest Academy, Inc.",GAS
Region VI|Iloilo,Iloilo City (Capital),442519,Iloilo Scholastic Academy,STEM|ABM|HUMSS
Region VI|Iloilo,Iloilo City (Capital),442564,Central Philippine University,STEM|ABM|HUMSS|GAS
Region VI|Iloilo,Iloilo City (Capital),442565,Colegio del Sagrado Corazon de Jesus,ABM|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),442568,University of Iloilo,STEM|ABM|HUMSS|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),442570,Colegio De San Jose,ABM|STEM|HUMSS|TVL
Region VI|Iloilo,Iloilo City (Capital),442572,"John B. Lacson Foundation Maritime University-Molo, Inc",GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),442573,St. Vincent Ferrer Seminary,GAS
Region VI|Iloilo,Iloilo City (Capital),442574,University of San Agustin,STEM|ABM|HUMSS|GAS
Region VI|Iloilo,Iloilo City (Capital),442580,"St. Robert's International Academy, Inc.",ABM|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),442600,St. Paul University Iloilo,ABM|STEM|GAS|HUMSS|TVL
Region VI|Iloilo,Iloilo City (Capital),442612,"St. Therese - MTC Colleges-Jalandoni, Inc.",ABM|HUMSS|STEM|GAS|TVL
Region VI|Iloilo,Iloilo City (Capital),600067,West Visayas State University,STEM|GAS|HUMSS|ABM|Arts and Design|Sports|TVL
Region VI|Iloilo,Iloilo City (Capital),600252,Iloilo Science and Technology University-La Paz,STEM|TVL
Region VI|Iloilo,Janiuay,404015,"Calvario Memorial Christian School (Janiuay, Iloilo), Inc.",GAS
Region VI|Iloilo,Janiuay,440002,"CenterPhil Montessori Learning Center, Inc.",TVL
Region VI|Iloilo,Lambunao,600247,West Visayas State University-Lambunao,HUMSS|TVL
Region VI|Iloilo,Leon,404018,St. Catherine Parochial School,GAS
Region VI|Iloilo,Miagao,404020,"Kaunlaran Integrated School Foundation, Inc.",STEM|ABM|HUMSS|GAS
Region VI|Iloilo,Miagao,404021,St. Louise de Marillac School of Miagao,STEM|ABM|GAS
Region VI|Iloilo,Miagao,600248,Iloilo Science and Technology University-Miag-ao,HUMSS|TVL
Region VI|Iloilo,Miagao,600249,University of the Philippines - Visayas,ABM|STEM|HUMSS
Region VI|Iloilo,Oton,440043,"Georgia International Academy, Inc.",ABM|GAS
Region VI|Iloilo,Pavia,407064,Iloilo Merchant Marine School,GAS|TVL
Region VI|Iloilo,Pototan,404027,West Visayan Academy,GAS
Region VI|Iloilo,Pototan,600250,West Visayas State University-Pototan,STEM|HUMSS|TVL
Region VI|Iloilo,San Enrique,600251,Iloilo State College of Fisheries- San Enrique,STEM|ABM|HUMSS|GAS|TVL
Region VI|Iloilo,Sara,404030,Eucharistic King Academy,STEM|GAS
Region VI|Iloilo,Sara,404031,"San Juan Academy, Inc",GAS
Region VI|Iloilo,Sara,406004,BJ Institute of Technology Inc.,TVL
Region VI|Iloilo,Tigbauan,440019,"Queen of Heaven Mission School, Inc.",GAS
Region VI|Iloilo,Zarraga,404034,"Sacred Heart Academy, Inc.",STEM|ABM|HUMSS|GAS|TVL
Region VI|Iloilo,Zarraga,440052,Gamot Cogon Institute,GAS
Region VII|Bohol,Anda,404233,Holy Infant Academy-Anda,GAS
Region VII|Bohol,Antequera,404234,Christ the King Academy,ABM|HUMSS|GAS|TVL
Region VII|Bohol,Baclayon,404235,Immaculata High School,GAS|TVL
Region VII|Bohol,Balilihan,407537,Carmel Academy,ABM|STEM|HUMSS|GAS|TVL
Region VII|Bohol,Balilihan,600253,Bohol Island State University-Balilihan Campus,TVL
Region VII|Bohol,Batuan,403511,Saint Anthony Academy,GAS|TVL
Region VII|Bohol,Batuan,405890,"Batuan Colleges, Inc.",ABM|STEM|HUMSS|GAS|TVL
Region VII|Bohol,Bien Unido,404295,Bien Unido Academy,GAS|TVL
Region VII|Bohol,Bien Unido,404296,Holy Child Academy,GAS
Region VII|Bohol,Bilar,446533,"Immaculate Mother School of Bilar, Inc.",GAS|TVL
Region VII|Bohol,Bilar,600070,Bohol Island State University-Bilar Campus,TVL
Region VII|Bohol,Buenavista,403250,Buenavista Community College,HUMSS|GAS|STEM|ABM|TVL
Region VII|Bohol,Cadiz City,406292,Artiaga's Learning Center Inc.,GAS|TVL
Region VII|Bohol,Calape,600254,Bohol Island State University-Calape Campus,TVL
Region VII|Bohol,Candijay,404239,St. Joseph Academy,ABM|HUMSS|GAS
Region VII|Bohol,Candijay,600071,Bohol Island State University-Candijay Campus,TVL
Region VII|Bohol,Carmen,407535,BIT International College-Carmen,GAS|TVL
Region VII|Bohol,Catigbian,404241,Holy Infant Academy-Catigbian,GAS|TVL
Region VII|Bohol,Catigbian,404242,Immaculate Mary Academy,GAS|TVL
Region VII|Bohol,Catigbian,405889,Bohol Northwestern Colleges,ABM|HUMSS|GAS|TVL
Region VII|Bohol,Clarin,446542,"Presentation of Mary School of Clarin, Inc.",GAS|HUMSS
Region VII|Bohol,Clarin,600255,Bohol Island State University-Clarin Campus,TVL
Region VII|Bohol,Cortes,404243,Infant King Academy,GAS|TVL
Region VII|Bohol,Cortes,446510,Bohol International Learning Center,HUMSS|TVL
Region VII|Bohol,Dauis,446544,International Academe of Ensciema,GAS|HUMSS|STEM
Region VII|Bohol,Dauis,(Blank),"STI College Bohol, Inc.",ABM|TVL
Region VII|Bohol,Dimiao,404244,Saint Nicholas Academy,GAS
Region VII|Bohol,Duero,404245,Immaculate Academy,GAS|TVL
Region VII|Bohol,Garcia-Hernandez,404246,St. John the Baptist Academy,GAS|TVL
Region VII|Bohol,Getafe,404253,Santo Niño Institute,ABM|GAS
Region VII|Bohol,Guindulman,404247,Saint Mary Academy,GAS|TVL
Region VII|Bohol,Inabanga,403270,Saint Paul's Academy,ABM|GAS
Region VII|Bohol,Jagna,404249,BIT International College-Jagna,GAS|ABM|HUMSS|STEM|TVL
Region VII|Bohol,Jagna,404250,Central Visayan Institute Foundation,STEM|ABM|HUMSS|GAS|TVL
Region VII|Bohol,Jagna,404251,Colegio dela Medalla Milagrosa,STEM|GAS
Region VII|Bohol,Jagna,404252,"San Miguel Academy, Bohol",GAS
Region VII|Bohol,Kapawan,404282,"Blessed Trinity College - A.R. of Talibon, Bohol, Inc.",GAS|ABM|STEM|TVL
Region VII|Bohol,Lila,407539,Holy Rosary Academy,GAS
Region VII|Bohol,Loay,407540,Holy Trinity Academy,GAS|TVL
Region VII|Bohol,Loboc,404256,PMI-Loboc Academy,GAS
Region VII|Bohol,Loon,404258,Saint Teresa Academy,GAS
Region VII|Bohol,Loon,404259,UB-Loon Institute,ABM|GAS|HUMSS|STEM
Region VII|Bohol,Loon,405738,"Bohol College of Science and Technology, Inc.-Loon Campus",TVL
Region VII|Bohol,Loon,407541,Sacred Heart Academy,GAS|TVL
Region VII|Bohol,Mabini,404260,Santa Monica Institute,GAS
Region VII|Bohol,Maribojoc,404262,Saint Vincent Institute,GAS|TVL
Region VII|Bohol,North Carmen,404240,St. Anthony's Academy,ABM|GAS
Region VII|Bohol,Panglao,403266,Cristal e-College,ABM|STEM|TVL
Region VII|Bohol,Panglao,404263,San Agustin Academy,GAS|TVL
Region VII|Bohol,Panglao,446505,"Arbasto Foundation, Inc.",TVL
Region VII|Bohol,Panglao,446627,"Panglao Christian Academy, Inc.",GAS
Region VII|Bohol,Pilar,404264,Virgen del Pilar Academy,GAS
Region VII|Bohol,Pilar,600308,"Bohol College of Science and Technology, Inc.-Pilar Campus",TVL
Region VII|Bohol,President Carlos P. Garcia (Pitogo),407538,"Holy Child Academy of Pitogo, Bohol, Inc.",GAS|TVL
Region VII|Bohol,Sagbayan,600307,"Bohol College of Science and Technology, Inc.-Main Campus",TVL
Region VII|Bohol,Sagbayan (Borja),404267,"St. Augustine Institute of Sagbayan, Bohol Inc.",HUMSS|GAS|TVL
Region VII|Bohol,Tagbilaran City (Capital),403554,STI College - Bohol,GAS|TVL
Region VII|Bohol,Tagbilaran City (Capital),404269,BIT International College-Tagbilaran,STEM|ABM|HUMSS|GAS|TVL
Region VII|Bohol,Tagbilaran City (Capital),404270,Bohol Wisdom School,STEM|ABM|HUMSS
Region VII|Bohol,Tagbilaran City (Capital),404272,Tagbilaran Grace Christian School,ABM|STEM|GAS|TVL
Region VII|Bohol,Tagbilaran City (Capital),404273,Holy Name University,STEM|ABM|HUMSS|GAS|Sports|Arts and Design
Region VII|Bohol,Tagbilaran City (Capital),404274,Holy Spirit School of Tagbilaran,STEM|ABM|GAS
Region VII|Bohol,Tagbilaran City (Capital),404277,Royal Christian School,HUMSS
Region VII|Bohol,Tagbilaran City (Capital),404280,University of Bohol,GAS
Region VII|Bohol,Tagbilaran City (Capital),404281,Victoriano D. Tirol Advanced Learning Center,STEM|ABM|HUMSS|GAS|Sports|Arts and Design|TVL
Region VII|Bohol,Tagbilaran City (Capital),492001,Holy Infant School of Tagbilaran,GAS|Sports|TVL
Region VII|Bohol,Tagbilaran City (Capital),492010,Immaculate Heart of Mary Seminary,HUMSS|GAS
Region VII|Bohol,Tagbilaran City (Capital),492018,"Schola Societas, Inc.",GAS
Region VII|Bohol,Tagbilaran City (Capital),600022,Bohol Island State University-Main Campus,TVL
Region VII|Bohol,Tagbilaran City (Capital),(Blank),Cristal e-College,TVL
Region VII|Bohol,Talibon,404284,"Bohol Maranatha Christian Academy, Inc.",GAS
Region VII|Bohol,Talibon,407536,BIT International College-Talibon,HUMSS|ABM|GAS|TVL
Region VII|Bohol,Trinidad,404285,St. Isidore Academy of Trinidad,ABM|GAS
Region VII|Bohol,Tubigon,404286,Holy Cross Academy,STEM|GAS|HUMSS|ABM|TVL
Region VII|Bohol,Tubigon,404287,Holy Family of Nazareth School,STEM|ABM|HUMSS|GAS|TVL
Region VII|Bohol,Tubigon,404288,Salus Institute of Technology,GAS
Region VII|Bohol,Tubigon,446511,Mater Dei College,ABM|HUMSS|GAS|STEM|TVL
Region VII|Bohol,Tubigon,(Blank),"St. Pedro Calungsod College, Inc.",GAS|ABM|HUMSS|STEM|TVL
Region VII|Bohol,Ubay,404289,"Bohol Northeastern Education Foundation, Inc.",HUMSS|ABM|GAS|TVL
Region VII|Bohol,Ubay,404291,Holy Child Academy (Ubay),ABM|GAS
Region VII|Bohol,Ubay,404293,San Pascual Academy,GAS
Region VII|Bohol,Ubay,405892,"Montessori Educational Learning Center of Ubay, Inc.",GAS|TVL
Region VII|Bohol,Ubay,446513,"Icthus Christian Academy, Inc.",STEM|GAS
Region VII|Cebu,Alcantara,404297,"Saint Augustine Academy, Inc.",ABM|GAS|TVL
Region VII|Cebu,Alegria,404298,"Saint Peter Academy of Alegria, Inc.",GAS|ABM|STEM|HUMSS|TVL
Region VII|Cebu,Argao,447042,Saint Michael School,GAS|HUMSS|TVL
Region VII|Cebu,Argao,447062,"Argao Center for Science Learning, Inc.",GAS|HUMSS
Region VII|Cebu,Argao,600256,Cebu Technological University-Argao Campus,TVL
Region VII|Cebu,Asturias,447104,"Isler Superior High, Inc.",TVL
Region VII|Cebu,Badian,404301,Saint James Academy,GAS
Region VII|Cebu,Balamban,404303,St. Francis Academy,GAS|STEM|ABM|HUMSS
Region VII|Cebu,Balamban,447054,Little Angels Montessori School of Cebu Inc.,ABM|GAS
Region VII|Cebu,Balamban,447087,University of San Jose-Recoletos Balamban Campus,ABM|STEM|TVL
Region VII|Cebu,Bantayan,403292,Saint Paul Academy Inc.,STEM|ABM|HUMSS|GAS
Region VII|Cebu,Bantayan,404305,Bantayan Southern Institute,ABM|HUMSS|GAS|TVL
Region VII|Cebu,Barili,404313,"Sta. Ana Academy of Barili, Inc.",HUMSS|GAS|TVL
Region VII|Cebu,Barili,406554,"Santa Anna Academy of Barili, Inc.",GAS|HUMSS|TVL
Region VII|Cebu,Barili,600257,Cebu Technological University-Barili,TVL
Region VII|Cebu,Boljoon,447075,Patronage of Mary Development School,GAS|ABM|STEM|TVL
Region VII|Cebu,Borbon,404319,Don Emilio Osmeña Memorial School,GAS|TVL
Region VII|Cebu,Carmen,404327,Cebu Academy,GAS
Region VII|Cebu,Carmen,407661,"St. Joseph's Academy, Carmen, Cebu, Inc.",GAS|TVL
Region VII|Cebu,Carmen,600258,Cebu Technological University-Carmen Campus,STEM|TVL
Region VII|Cebu,Catmon,404328,"Gabriel Jurado Foundation School, Inc.",STEM|HUMSS|GAS|TVL
Region VII|Cebu,Catmon,404329,"Passionist Sister's School (Catmon), Inc.",HUMSS|GAS
Region VII|Cebu,Catmon,447099,Saint William Cooperative School,ABM|GAS|TVL
Region VII|Cebu,Cebu City (Capital),403297,"AMA Computer College, Inc.-Cebu City",ABM|STEM|TVL
Region VII|Cebu,Cebu City (Capital),403314,Blessed John XXIII Seminary,GAS
Region VII|Cebu,Cebu City (Capital),403319,"CBD Institute of Learning, Inc",STEM|ABM|GAS|HUMSS
Region VII|Cebu,Cebu City (Capital),403323,College of Technological Sciences,ABM|STEM|GAS|HUMSS|TVL
Region VII|Cebu,Cebu City (Capital),403330,"Informatics College Cebu, Inc.",ABM|HUMSS|GAS|TVL
Region VII|Cebu,Cebu City (Capital),403336,International School for Culinary Arts and Hotel Mgt.-Cebu,TVL
Region VII|Cebu,Cebu City (Capital),403341,Rizwoods Colleges-Sambag,STEM|HUMSS|GAS|TVL
Region VII|Cebu,Cebu City (Capital),403342,Rogationist Seminary College - Cebu,HUMSS
Region VII|Cebu,Cebu City (Capital),403349,STI College - Cebu,ABM|STEM|HUMSS|GAS|TVL
Region VII|Cebu,Cebu City (Capital),403351,University of Cebu - Banilad Branch,STEM|ABM|HUMSS|GAS|Arts and Design|TVL
Region VII|Cebu,Cebu City (Capital),403355,University of Cebu - Main Campus,STEM|ABM|HUMSS|GAS|Arts and Design|Sports|TVL
Region VII|Cebu,Cebu City (Capital),403365,University of Cebu - METC Branch,STEM|HUMSS|GAS|TVL
Region VII|Cebu,Cebu City (Capital),404026,Colegio de la Inmaculada Concepcion,ABM|STEM|GAS|Arts and Design|HUMSS|TVL
Region VII|Cebu,Cebu City (Capital),404364,"St. Paul School of Medellin, Inc.",ABM|GAS|TVL
Region VII|Cebu,Cebu City (Capital),404419,Lyceum of Cebu,STEM|ABM|HUMSS|GAS
Region VII|Cebu,Cebu City (Capital),404423,Cebu Bradford School,STEM|ABM|GAS|HUMSS
Region VII|Cebu,Cebu City (Capital),404424,"Cebu Cherish School, Inc.",ABM|GAS
Region VII|Cebu,Cebu City (Capital),404428,Cebu International Distance Education College,ABM|HUMSS
Region VII|Cebu,Cebu City (Capital),404432,Centre for International Education Global Colleges,ABM
Region VII|Cebu,Cebu City (Capital),404441,"Harvest Christian School International of Cebu, Inc.",ABM|GAS
Region VII|Cebu,Cebu City (Capital),404443,"Living Word Christian Learning Center of Cebu, Inc.",ABM|STEM|GAS
Region VII|Cebu,Cebu City (Capital),404444,Mabolo Christian Academy,GAS
Region VII|Cebu,Cebu City (Capital),404447,Marie Ernestine School,ABM|STEM|GAS|HUMSS|Arts and Design|Sports|TVL
Region VII|Cebu,Cebu City (Capital),404449,"Matilda L. Bradford Christian School, Inc.",STEM|ABM|HUMSS|GAS|TVL
Region VII|Cebu,Cebu City (Capital),404452,"PAREF Southcrest School, Inc.",ABM|HUMSS|GAS
Region VII|Cebu,Cebu City (Capital),404453,"PAREF Springdale School, Inc.",GAS|STEM|ABM
Region VII|Cebu,Cebu City (Capital),404454,Philippine Christian Gospel School,ABM|STEM
Region VII|Cebu,Cebu City (Capital),404456,Pope John XXIII Seminary School,GAS
Region VII|Cebu,Cebu City (Capital),404458,Sacred Heart-Hijas de Jesus,ABM|STEM
Region VII|Cebu,Cebu City (Capital),404459,"Samantabhadra Educational Institute, Inc.",ABM
Region VII|Cebu,Cebu City (Capital),404460,San Isidro Parish School,ABM|GAS|TVL
Region VII|Cebu,Cebu City (Capital),404462,Southwestern University,ABM|HUMSS|STEM|GAS|Sports|Arts and Design|TVL
Region VII|Cebu,Cebu City (Capital),404465,St. Theresa's College-Cebu,ABM|GAS|STEM|HUMSS
Region VII|Cebu,Cebu City (Capital),404472,University of San Carlos Basic Education Deparment - North Campus,STEM
Region VII|Cebu,Cebu City (Capital),404474,University of Southern Philippines Foundation-Mabini,STEM|HUMSS|GAS|TVL
Region VII|Cebu,Cebu City (Capital),404475,University of Southern Philippines Foundation-Lahug,ABM|STEM|HUMSS|GAS|TVL
Region VII|Cebu,Cebu City (Capital),404476,University of the Visayas-Main Campus,STEM|HUMSS|ABM|GAS|Arts and Design|TVL
Region VII|Cebu,Cebu City (Capital),404477,Visayan Nazarene Bible College,GAS|HUMSS
Region VII|Cebu,Cebu City (Capital),404478,Woodridge International School,ABM
Region VII|Cebu,Cebu City (Capital),404480,Bethany Christian School,ABM|STEM
Region VII|Cebu,Cebu City (Capital),404482,Bob Hughes Christian Academy,ABM|HUMSS|GAS
Region VII|Cebu,Cebu City (Capital),404483,CBD College,STEM|ABM|HUMSS|GAS
Region VII|Cebu,Cebu City (Capital),404485,Cebu Eastern College,ABM|HUMSS|STEM|TVL
Region VII|Cebu,Cebu City (Capital),404486,Cebu Institute of Technology University,ABM|STEM|GAS
Region VII|Cebu,Cebu City (Capital),404488,Child Learning Foundation Inc.,ABM|STEM|HUMSS
Region VII|Cebu,Cebu City (Capital),404489,Childlink Learning Center and Childlink High School Inc,STEM
Region VII|Cebu,Cebu City (Capital),404491,"Evangelical Theological College of the Philippines, Inc.",GAS
Region VII|Cebu,Cebu City (Capital),404492,"Concord Technical Institute, Inc.",GAS|ABM|HUMSS|TVL
Region VII|Cebu,Cebu City (Capital),404493,"Don Bosco Technology Center, Inc.",STEM|TVL
Region VII|Cebu,Cebu City (Capital),404495,Holy Rosary School of Pardo,ABM|HUMSS|STEM|GAS|TVL
Region VII|Cebu,Cebu City (Capital),404500,Marianne Childhood Education Center,STEM|GAS|TVL
Region VII|Cebu,Cebu City (Capital),404501,M-Zed Christian School,ABM|GAS
Region VII|Cebu,Cebu City (Capital),404507,Royal Oaks International School-Cebu City,ABM|HUMSS
Region VII|Cebu,Cebu City (Capital),404508,SAE Young Christian School,STEM|GAS
Region VII|Cebu,Cebu City (Capital),404511,St. Francis of Assissi School,GAS
Region VII|Cebu,Cebu City (Capital),404513,St. Mary's Academy of San Nicolas,ABM|STEM|GAS|TVL
Region VII|Cebu,Cebu City (Capital),404514,"St. Paul College Foundation, Inc.",GAS|HUMSS|TVL
Region VII|Cebu,Cebu City (Capital),404515,"St. Paul Learning Center, Inc.",STEM|ABM
Region VII|Cebu,Cebu City (Capital),404516,University of San Jose-Recoletos,ABM|STEM|GAS|HUMSS|TVL
Region VII|Cebu,Cebu City (Capital),405739,Asian Institute of Computer Studies - Cebu,ABM|GAS|TVL
Region VII|Cebu,Cebu City (Capital),405740,Britech College,GAS|ABM|HUMSS|Sports|Arts and Design|TVL
Region VII|Cebu,Cebu City (Capital),405742,"School of Knowledge for Industrial Labor, Leadership and Service (SKILLS)",ABM|GAS|TVL
Region VII|Cebu,Cebu City (Capital),406299,"International Institute of Technology and Management-Cebu, Inc.",ABM|TVL
Region VII|Cebu,Cebu City (Capital),406310,ISHRM School-Cebu,TVL
Region VII|Cebu,Cebu City (Capital),406568,Banilad Center for Professional Development,TVL
Region VII|Cebu,Cebu City (Capital),406579,CITE Technical Institute,ABM|TVL
Region VII|Cebu,Cebu City (Capital),406709,FBC Christian School,ABM
Region VII|Cebu,Cebu City (Capital),406848,Datamex Institute of Computer Technology-Cebu City,GAS|STEM|HUMSS|TVL
Region VII|Cebu,Cebu City (Capital),407546,University of San Carlos - Basic Education Department South Campus,ABM|HUMSS|Sports|Arts and Design
Region VII|Cebu,Cebu City (Capital),407547,University of the Visayas-Pardo Campus,STEM|GAS|TVL
Region VII|Cebu,Cebu City (Capital),407663,Salazar Colleges of Science and Institute of Technology-Main Campus,ABM|GAS|STEM|HUMSS|TVL
Region VII|Cebu,Cebu City (Capital),447145,"Mary Our Help Technical Institute for Women, Inc.",ABM|STEM| TVL
Region VII|Cebu,Cebu City (Capital),447510,Cebu Mary Immaculate College - Talamban,ABM|STEM|GAS|Arts and Design|TVL
Region VII|Cebu,Cebu City (Capital),447511,Maria Montessori International School,GAS|STEM|ABM|HUMSS
Region VII|Cebu,Cebu City (Capital),447512,B.R.I.G.H.T. Academy,ABM|STEM|HUMSS
Region VII|Cebu,Cebu City (Capital),447527,"Maranatha Christian Academy, Inc. of Cebu",GAS|ABM
Region VII|Cebu,Cebu City (Capital),447534,"Golden Success College, Inc.",HUMSS|ABM|STEM|Arts and Design|TVL
Region VII|Cebu,Cebu City (Capital),447550,Asian College of Technology-International Education Foundation-AIS-Cebu City,STEM|ABM|HUMSS|GAS|Arts and Design|TVL
Region VII|Cebu,Cebu City (Capital),447552,"Saint Paul College Foundation, Inc.- Ramos Campus",GAS|HUMSS|TVL
Region VII|Cebu,Cebu City (Capital),447562,"Saint Anthony Montessori Learning Center, Inc",ABM|HUMSS
Region VII|Cebu,Cebu City (Capital),447564,"Three H Redwood Academy, Inc.",ABM|HUMSS|GAS|TVL
Region VII|Cebu,Cebu City (Capital),600263,Cebu Technological University-Main,ABM|STEM|HUMSS|TVL
Region VII|Cebu,Cebu City (Capital),600332,University of the Philippines High School - Cebu,STEM|HUMSS
Region VII|Cebu,City of Bogo,404315,Cebu Roosevelt Memorial Colleges,ABM|STEM|GAS|TVL
Region VII|Cebu,City of Bogo,404316,Felipe R. Verallo Memorial Foundation College,ABM|STEM|HUMSS|GAS|TVL
Region VII|Cebu,City of Bogo,404317,Northern Cebu Colleges,HUMSS|GAS
Region VII|Cebu,City of Bogo,404318,St. Louise de Marillac College of Bogo,ABM|GAS|TVL
Region VII|Cebu,City of Bogo,447030,San Roque Child Development Center - Bogo Campus,STEM|ABM|HUMSS|GAS|TVL
Region VII|Cebu,City of Bogo,(Blank),"Araneta Learning Center for Child Development, Inc.",GAS|TVL
Region VII|Cebu,City of Carcar,404320,Carcar Academy Technical School Inc.,STEM|ABM|HUMSS|GAS|TVL
Region VII|Cebu,City of Carcar,404323,Mother Mary's Children School,STEM|ABM
Region VII|Cebu,City of Carcar,404324,St. Catherine's College,STEM|ABM|HUMSS|TVL
Region VII|Cebu,City of Carcar,406549,Datamex Institute of Computer Technology-Carcar City,GAS|STEM|HUMSS|TVL
Region VII|Cebu,City of Carcar,407677,Carcar City College,TVL
Region VII|Cebu,City of Carcar,447011,"St. Elijah Christian Institute of Technology Foundation, Inc.",ABM|HUMSS|GAS|STEM
Region VII|Cebu,City of Carcar,447021,"Cebu Sacred Heart College, Inc. - Carcar Campus",GAS
Region VII|Cebu,City of Carcar,447089,St. Teresa's School of Valladolid,HUMSS|GAS|TVL
Region VII|Cebu,City of Carcar,447090,Eastside Christian Academy,ABM|STEM|HUMSS|GAS|TVL
Region VII|Cebu,City of Naga,403445,Professional Academy of the Philippines,GAS|HUMSS|ABM|TVL
Region VII|Cebu,City of Naga,403449,Academia de San Pedro Calungsod,ABM|GAS|TVL
Region VII|Cebu,City of Naga,447014,"Exceed Learning Center Naga, Cebu Inc.",STEM|HUMSS|GAS
Region VII|Cebu,City of Naga,447035,Bethel Christian Living Heritage School,ABM|HUMSS|STEM|GAS
Region VII|Cebu,City of Talisay,403555,Saint Scholastica's Academy,STEM|ABM|GAS
Region VII|Cebu,City of Talisay,404394,"Cherubs Academy, Inc.",GAS|HUMSS
Region VII|Cebu,City of Talisay,404395,Divino Amore Academy,GAS|TVL
Region VII|Cebu,City of Talisay,404402,Monterey School Inc.,ABM|Arts and Design
